time,aeration,rpm,feed_rate,Acid flow,Base flow,Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),do,penicillin,Vessel volume,Vessel Weight(Wt:Kg),ph,temp,Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),our,Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),biomass,cer,Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),batch_id,dt,cum_feed,growth_rate,penicillin_rate,oxygen_efficiency,mixing_intensity,biomass_smooth,penicillin_smooth,biomass_lag1,penicillin_lag1,our_lag1
1.6,30,100,8,0.0,0.0,2.4692,18.574,0,0.6,0,1.5006,14.553,0.00099628,58208,62300.0,6.4828,297.99,92.244,0.11751,5.0,,22,,-0.021413,0.20535,,0.6657367272727273,0.044696,0,,0,0,2,0.2,17307.79999999999,0.22104454545454566,-2.3500000000001384e-06,0.0,3000,0.6215278181818181,0.000997242,0.6215278181818181,0.00099675,-0.024543
1.8,30,100,8,0.0,7.3798,19.195,1.8574,0,0.6,0,1.5357,14.534,0.00099579,58206,62304.0,6.4718,297.96,86.09,0.11996,5.0,,22,,-0.015122,0.20523,,0.7099456363636363,0.045626,0,,0,0,2,0.2,17309.399999999987,0.2210445454545451,-2.4499999999995446e-06,0.0,3000,0.6215278181818181,0.00099675,0.6657367272727273,0.00099628,-0.021413
2.0,30,100,8,0.0,19.166,10.355,0.18574,0,0.6,0,1.5686,14.516,0.00099525,58208,62309.0,6.4761,297.95,82.078,0.12251,5.0,,22,,-0.0087395,0.2051,,0.7541545454545454,0.046599,0,,0,0,2,0.2,17310.999999999985,0.22104454545454566,-2.7000000000002283e-06,0.0,3000,0.6657367272727273,0.000996258,0.7099456363636363,0.00099579,-0.015122
2.2,30,100,8,0.0,29.191,3.1064,19.342,0,0.6,0,1.599,14.489,0.00099469,58211,62317.0,6.4923,298.01,99.639,0.12519,5.0,,22,,0.0014214,0.20491,,0.7983634545454545,0.047617,0,,0,0,2,0.2,17312.599999999984,0.22104454545454566,-2.8000000000007186e-06,4.738e-05,3000,0.7099456363636364,0.0009957520000000001,0.7541545454545454,0.00099525,-0.0087395
2.4,30,100,8,0.0,32.772,23.921,1.9342,0,0.6,0,1.6272,14.464,0.00099411,58215,62325.0,6.5113,297.99,93.649,0.12798,5.0,,22,,0.012002,0.2047,,0.8425723636363636,0.048677,0,,0,0,2,0.2,17314.199999999983,0.2210445454545451,-2.8999999999990405e-06,0.00040006666666666667,3000,0.7541545454545454,0.000995224,0.7983634545454545,0.00099469,0.0014214
2.6,30,100,8,0.0,28.762,16.253,0.19342,0,0.6,0,1.6533,14.427,0.00099354,58218,62333.0,6.5258,297.98,89.527,0.13087,5.0,,22,,0.027577,0.20441,,0.8867812727272727,0.04978,0,,0,0,2,0.2,17315.79999999998,0.22104454545454566,-2.8500000000004216e-06,0.0009192333333333334,3000,0.7983634545454545,0.000994676,0.8425723636363636,0.00099411,0.012002
2.8,30,100,8,0.0,18.974,10.812,0.019342,0,0.6,0,1.677,14.406,0.00099301,58219,62338.0,6.527,297.97,88.492,0.13389,5.0,,22,,0.036179,0.20424,,0.9309901818181818,0.050926,0,,0,0,2,0.2,17317.39999999998,0.22104454545454566,-2.650000000000525e-06,0.0012059666666666667,3000,0.8425723636363636,0.0009941199999999998,0.8867812727272727,0.00099354,0.027577
3.0,30,100,8,0.0,8.7435,8.7181,0.0019342,0,0.6,0,1.6985,14.373,0.00099252,58218,62342.0,6.5137,297.97,89.074,0.13702,5.0,,22,,0.048837,0.204,,0.9751990909090908,0.052118,0,,0,0,2,0.2,17318.999999999978,0.2210445454545451,-2.4499999999995446e-06,0.0016279,3000,0.8867812727272728,0.000993574,0.9309901818181818,0.00099301,0.036179
3.2,30,100,15,0.0,3.8356,8.4751,0.00019342,0,0.6,0,1.7321,14.347,0.00099202,58217,62346.0,6.4938,297.98,90.543,0.14026,5.0,,22,,0.059582,0.20379,,1.0194079999999999,0.053353,0,,0,0,2,0.2,17321.999999999978,0.2210445454545451,-2.500000000000332e-06,0.0019860666666666666,3000,0.9309901818181817,0.00099304,0.9751990909090908,0.00099252,0.048837
3.4,30,100,15,0.0,6.8399,9.4106,0.0001,0,0.6,0,1.7625,14.313,0.0009915,58217,62351.0,6.4791,297.99,92.627,0.14364,5.0,,22,,0.07207,0.20355,,1.0636169090909091,0.05464,0,,0,0,2,0.2,17324.999999999978,0.22104454545454622,-2.599999999999738e-06,0.002402333333333333,3000,0.9751990909090908,0.000992518,1.0194079999999999,0.00099202,0.059582
3.6,30,100,15,0.0,15.689,11.319,0.0001,0,0.6,0,1.7908,14.28,0.00099096,58219,62358.0,6.4777,298.0,95.012,0.14717,5.0,,22,,0.085507,0.20329,,1.1078258181818181,0.05598,0,,0,0,2,0.2,17327.999999999978,0.2210445454545451,-2.7000000000002283e-06,0.0028502333333333334,3000,1.0194079999999999,0.000992002,1.0636169090909091,0.0009915,0.07207
3.8,30,100,15,0.0,25.106,13.889,0.0001,0,0.6,0,1.8165,14.243,0.00099038,58223,62367.0,6.4895,298.01,97.533,0.15083,5.0,,22,,0.10025,0.20301,,1.1520347272727274,0.057374,0,,0,0,2,0.2,17330.999999999978,0.22104454545454622,-2.9000000000001247e-06,0.003341666666666667,3000,1.0636169090909093,0.000991476,1.1078258181818181,0.00099096,0.085507
4.0,30,100,15,0.0,29.763,16.961,0.0001,0,0.6,0,1.8393,14.211,0.00098979,58228,62376.0,6.5066,298.01,99.723,0.15463,5.0,,22,,0.11288,0.20276,,1.1962436363636364,0.058821,0,,0,0,2,0.2,17333.999999999978,0.2210445454545451,-2.9499999999998278e-06,0.0037626666666666663,3000,1.1078258181818181,0.00099093,1.1520347272727274,0.00099038,0.10025
4.2,30,100,15,0.0,27.623,19.954,0.0001,0,0.6,0,1.8864,14.161,0.00098921,58232,62387.0,6.5211,298.02,102.03,0.15857,5.0,,30,,0.12789,0.20248,,1.2404525454545454,0.060319,0,,0,0,2,0.2,17336.999999999978,0.2210445454545451,-2.9000000000001247e-06,0.004263,3000,1.1520347272727274,0.000990368,1.1962436363636364,0.00098979,0.11288
4.4,30,100,15,0.0,19.691,23.415,0.0001,0,0.6,0,1.9314,14.119,0.00098865,58234,62396.0,6.5233,298.03,104.12,0.16263,5.0,,30,,0.14494,0.20215,,1.2846614545454544,0.061864,0,,0,0,2,0.2,17339.999999999978,0.2210445454545451,-2.7999999999996344e-06,0.004831333333333334,3000,1.1962436363636364,0.0009897979999999998,1.2404525454545454,0.00098921,0.12789
4.6,30,100,15,0.0,10.917,26.914,0.0001,0,0.6,0,1.974,14.083,0.00098813,58235,62403.0,6.5114,298.04,105.52,0.16681,5.0,,30,,0.15907,0.20187,,1.3288703636363635,0.063455,0,,0,0,2,0.2,17342.999999999978,0.2210445454545451,-2.599999999999738e-06,0.005302333333333333,3000,1.2404525454545454,0.000989232,1.2846614545454544,0.00098865,0.14494
4.8,30,100,15,0.0,6.9147,29.818,0.0001,0,0.6,0,2.0133,14.048,0.00098761,58235,62410.0,6.4938,298.04,107.17,0.17114,5.0,,30,,0.1711,0.20164,,1.3730792727272727,0.065102,0,,0,0,2,0.2,17345.999999999978,0.22104454545454622,-2.599999999999738e-06,0.005703333333333334,3000,1.2846614545454544,0.000988678,1.3288703636363635,0.00098813,0.15907
5.0,30,100,15,0.0,9.9541,33.267,0.0001,0,0.6,0,2.0502,14.013,0.00098709,58236,62417.0,6.4807,298.05,108.27,0.17562,5.0,,30,,0.18264,0.20141,,1.4172881818181817,0.066809,0,,0,0,2,0.2,17348.999999999978,0.2210445454545451,-2.600000000000822e-06,0.006088,3000,1.3288703636363635,0.000988138,1.3730792727272727,0.00098761,0.1711
5.2,30,100,15,0.0,18.174,36.228,0.0001,0,0.6,0,2.0842,13.979,0.00098656,58237,62425.0,6.481,298.05,108.48,0.18025,0.0,,30,,0.19447,0.20118,,1.461497090909091,0.068571,0,,0,0,2,0.2,17351.999999999978,0.22104454545454622,-2.649999999999441e-06,0.006482333333333334,3000,1.3730792727272727,0.000987608,1.4172881818181817,0.00098709,0.18264
5.4,30,100,15,0.0,26.268,38.221,0.0001,0,0.6,0,2.1149,13.934,0.00098599,58240,62434.0,6.4904,298.05,109.37,0.18503,0.0,,30,,0.20981,0.20088,,1.505706,0.07039,0,,0,0,2,0.2,17354.999999999978,0.2210445454545451,-2.8500000000004216e-06,0.006993666666666666,3000,1.4172881818181817,0.0009870760000000001,1.461497090909091,0.00098656,0.19447
5.6,30,100,15,0.0,30.587,41.135,0.0001,0,0.6,0,2.1422,13.898,0.00098542,58244,62444.0,6.5041,298.05,110.41,0.18997,0.0,,30,,0.22254,0.20064,,1.549914909090909,0.072269,0,,0,0,2,0.2,17357.999999999978,0.2210445454545451,-2.8499999999993374e-06,0.007417999999999999,3000,1.4614970909090907,0.000986534,1.505706,0.00098599,0.20981
5.8,30,100,15,0.0,29.465,44.346,0.0001,0,0.6,0,2.1659,13.848,0.00098485,58248,62454.0,6.5148,298.06,111.93,0.19507,0.0,,30,,0.23935,0.20031,,1.5941238181818183,0.074211,0,,0,0,2,0.2,17360.999999999978,0.22104454545454622,-2.8500000000004216e-06,0.007978333333333334,3000,1.505706,0.000985982,1.549914909090909,0.00098542,0.22254
6.0,30,100,15,0.0,24.073,48.323,0.0001,0,0.6,0,2.186,13.802,0.00098429,58250,62463.0,6.5157,298.07,113.92,0.20035,0.0,,30,,0.25477,0.20001,,1.6383327272727273,0.076222,0,,0,0,2,0.2,17363.999999999978,0.2210445454545451,-2.7999999999996344e-06,0.008492333333333333,3000,1.5499149090909092,0.0009854220000000001,1.5941238181818183,0.00098485,0.23935
6.2,30,100,15,0.0,18.36,53.097,0.0001,0,0.6,0,2.2022,13.739,0.00098376,58252,62471.0,6.5066,298.08,116.84,0.20582,0.0,,30,,0.27736,0.19957,,1.6825416363636363,0.078303,0,,0,0,2,0.2,17366.999999999978,0.2210445454545451,-2.650000000000525e-06,0.009245333333333333,3000,1.5941238181818183,0.000984862,1.6383327272727273,0.00098429,0.25477
6.4,30,100,15,0.0,16.282,59.335,0.0001,0,0.6,0,2.215,13.68,0.00098323,58253,62478.0,6.4935,298.08,117.76,0.21147,0.0,,30,,0.30008,0.19913,,1.7267505454545453,0.080452,0,,0,0,2,0.2,17369.999999999978,0.2210445454545451,-2.649999999999441e-06,0.010002666666666667,3000,1.638332727272727,0.00098431,1.6825416363636363,0.00098376,0.27736
6.6,30,100,15,0.0,19.409,63.376,0.0001,0,0.6,0,2.2231,13.609,0.0009827,58254,62486.0,6.4837,298.08,118.17,0.21732,0.0,,30,,0.32653,0.19862,,1.7709594545454546,0.082679,0,,0,0,2,0.2,17372.999999999978,0.22104454545454622,-2.650000000000525e-06,0.010884333333333333,3000,1.6825416363636365,0.000983766,1.7267505454545453,0.00098323,0.30008
6.8,30,100,15,0.0,26.448,66.959,0.0001,0,0.6,0,2.2266,13.543,0.00098213,58257,62496.0,6.4807,298.08,118.1,0.22339,0.0,,30,,0.35211,0.19812,,1.8151683636363636,0.08499,0,,0,0,2,0.2,17375.999999999978,0.2210445454545451,-2.8500000000004216e-06,0.011737,3000,1.7267505454545453,0.0009832220000000002,1.7709594545454546,0.0009827,0.32653
7.0,30,100,15,0.0,34.672,69.984,0.0001,0,0.6,0,2.2271,13.488,0.00098155,58262,62507.0,6.487,298.08,117.39,0.22967,0.0,,30,,0.37248,0.19773,,1.8593772727272726,0.087382,0,,0,0,2,0.2,17378.999999999978,0.2210445454545451,-2.8999999999990405e-06,0.012416,3000,1.7709594545454543,0.000982674,1.8151683636363636,0.00098213,0.35211
7.2,30,100,15,0.0,40.365,72.194,0.0001,0,0.6,0,2.2239,13.42,0.00098094,58267,62519.0,6.4985,298.08,116.84,0.23615,0.0,,30,,0.39803,0.19723,,1.9035861818181818,0.089847,0,,0,0,2,0.2,17381.999999999978,0.22104454545454622,-3.050000000000318e-06,0.013267666666666667,3000,1.8151683636363636,0.00098211,1.8593772727272726,0.00098155,0.37248
7.4,30,100,15,0.0,41.482,74.537,0.0001,0,0.6,0,2.2161,13.344,0.00098033,58273,62531.0,6.5088,298.08,117.1,0.24282,0.0,,30,,0.4266,0.19667,,1.9477950909090909,0.092388,0,,0,0,2,0.2,17384.999999999978,0.2210445454545451,-3.050000000000318e-06,0.01422,3000,1.8593772727272728,0.00098153,1.9035861818181818,0.00098094,0.39803
7.6,30,100,15,0.0,38.468,77.823,0.0001,0,0.6,0,2.2042,13.292,0.00097973,58279,62543.0,6.5138,298.09,118.85,0.2497,0.0,,30,,0.44543,0.1963,,1.9920039999999999,0.095006,0,,0,0,2,0.2,17387.999999999978,0.2210445454545451,-2.999999999999531e-06,0.014847666666666667,3000,1.9035861818181818,0.000980936,1.9477950909090909,0.00098033,0.4266
7.8,30,100,15,0.0,33.473,83.055,0.0001,0,0.6,0,2.1865,13.207,0.00097915,58283,62554.0,6.5116,298.1,121.93,0.2568,0.0,,30,,0.47382,0.19575,,2.036212909090909,0.097711,0,,0,0,2,0.2,17390.999999999978,0.22104454545454622,-2.9000000000001247e-06,0.015794,3000,1.9477950909090906,0.0009803400000000001,1.9920039999999999,0.00097973,0.44543
8.0,30,100,15,0.0,29.374,90.187,0.0001,0,0.6,0,2.1636,13.141,0.00097858,58287,62564.0,6.5007,298.11,125.38,0.26414,0.0,,30,,0.49677,0.1953,,2.080421818181818,0.10051,0,,0,0,2,0.2,17393.999999999978,0.2210445454545451,-2.8500000000004216e-06,0.016559,3000,1.992004,0.000979746,2.036212909090909,0.00097915,0.47382
8.2,42,100,15,0.0,29.653,98.189,0.0001,0,0.6,0,2.1342,13.238,0.00097801,58290,62574.0,6.49,298.12,127.04,0.21187,0.0,,30,,0.48523,0.19825,,2.124630727272727,0.11285,0,,0,0,2,0.2,17396.999999999978,0.2210445454545451,-2.8499999999993374e-06,0.011553095238095237,4200,2.036212909090909,0.0009791600000000002,2.080421818181818,0.00097858,0.49677
8.4,42,100,15,0.0,34.185,104.37,0.0001,0,0.6,0,2.099,13.17,0.00097742,58295,62585.0,6.485,298.12,128.37,0.21104,0.0,,30,,0.4732,0.19842,,2.1688396363636366,0.11241,0,,0,0,2,0.2,17399.999999999978,0.22104454545454733,-2.950000000000912e-06,0.011266666666666666,4200,2.080421818181818,0.0009785780000000001,2.124630727272727,0.00097801,0.48523
8.6,42,100,15,0.0,40.687,110.4,0.0001,0,0.6,0,2.0579,13.085,0.00097682,58301,62597.0,6.4865,298.13,129.95,0.21619,0.0,,30,,0.50245,0.19801,,2.213048545454545,0.11515,0,,0,0,2,0.2,17402.999999999978,0.22104454545454288,-2.999999999999531e-06,0.011963095238095236,4200,2.124630727272727,0.000977996,2.1688396363636366,0.00097742,0.4732
8.8,42,100,15,0.0,46.571,116.94,0.0001,0,0.6,0,2.012,13.019,0.00097619,58308,62610.0,6.4927,298.13,130.07,0.22216,0.0,,30,,0.52908,0.19764,,2.2572574545454547,0.11833,0,,0,0,2,0.2,17405.999999999978,0.22104454545454733,-3.149999999999724e-06,0.012597142857142857,4200,2.168839636363636,0.0009774039999999999,2.213048545454545,0.00097682,0.50245
9.0,42,100,15,0.0,49.998,121.84,0.0001,0,0.6,0,1.959,12.919,0.00097555,58315,62625.0,6.5006,298.12,129.18,0.22841,0.0,,30,,0.57021,0.19707,,2.3014663636363633,0.12166,0,,0,0,2,0.2,17408.999999999978,0.22104454545454288,-3.1999999999999694e-06,0.013576428571428571,4200,2.213048545454545,0.000976798,2.2572574545454547,0.00097619,0.52908
9.2,42,100,15,0.0,50.258,125.49,0.0001,0,0.6,0,1.9002,12.846,0.00097492,58323,62639.0,6.5066,298.12,128.6,0.23489,0.0,,30,,0.5964,0.1967,,2.3456752727272727,0.12511,0,,0,0,2,0.2,17411.999999999978,0.22104454545454733,-3.1500000000002663e-06,0.0142,4200,2.2572574545454547,0.0009761799999999999,2.3014663636363633,0.00097555,0.57021
9.4,42,100,15,0.0,48.131,129.44,0.0001,0,0.6,0,1.8347,12.766,0.00097429,58330,62652.0,6.5064,298.13,131.2,0.24158,0.0,,30,,0.623,0.19633,,2.3898841818181817,0.12868,0,,0,0,2,0.2,17414.999999999978,0.2210445454545451,-3.149999999999724e-06,0.014833333333333334,4200,2.3014663636363637,0.000975554,2.3456752727272727,0.00097492,0.5964
9.6,42,100,15,0.0,46.127,137.38,0.0001,0,0.6,0,1.763,12.676,0.00097366,58337,62666.0,6.4993,298.15,135.56,0.2485,0.0,,30,,0.65554,0.19587,,2.4340930909090908,0.13237,0,,0,0,2,0.2,17417.999999999978,0.2210445454545451,-3.1500000000002663e-06,0.015608095238095239,4200,2.3456752727272727,0.0009749219999999999,2.3898841818181817,0.00097429,0.623
9.8,42,100,15,0.0,46.949,147.85,0.0001,0,0.6,0,1.6838,12.58,0.00097304,58344,62679.0,6.4917,298.15,137.28,0.25566,0.0,,30,,0.69029,0.19538,,2.4783020000000002,0.13619,0,,0,0,2,0.2,17420.999999999978,0.22104454545454733,-3.100000000000021e-06,0.016435476190476188,4200,2.3898841818181817,0.0009742920000000001,2.4340930909090908,0.00097366,0.65554
10.0,42,100,15,0.0,50.778,155.49,0.0001,0,0.6,0,1.5976,12.482,0.0009724,58352,62693.0,6.4855,298.16,137.95,0.26306,0.0,,30,,0.72805,0.19486,,2.522510909090909,0.14013,0,,0,0,2,0.2,17423.999999999978,0.22104454545454288,-3.1999999999999694e-06,0.01733452380952381,4200,2.4340930909090908,0.0009736619999999999,2.4783020000000002,0.00097304,0.69029
10.2,42,100,15,0.0,57.102,162.1,0.0001,0,0.6,0,1.5035,12.384,0.00097174,58361,62709.0,6.4825,298.16,139.78,0.27071,0.0,,30,,0.76378,0.19435,,2.5667198181818183,0.14421,0,,0,0,2,0.2,17426.999999999978,0.22104454545454733,-3.2999999999999176e-06,0.018185238095238095,4200,2.4783020000000002,0.0009730259999999999,2.522510909090909,0.0009724,0.72805
10.4,42,100,15,0.0,64.593,170.33,0.0001,0,0.6,0,1.4013,12.294,0.00097105,58372,62726.0,6.4812,298.17,142.05,0.27861,0.0,,30,,0.7933,0.19394,,2.610928727272727,0.14842,0,,0,0,2,0.2,17429.999999999978,0.22104454545454288,-3.450000000000111e-06,0.01888809523809524,4200,2.522510909090909,0.000972378,2.5667198181818183,0.00097174,0.76378
10.6,42,100,15,0.0,72.64,179.34,0.0001,0,0.6,0,1.2917,12.201,0.00097034,58384,62744.0,6.4844,298.19,147.2,0.28677,0.0,,30,,0.82302,0.19351,,2.6551376363636363,0.15277,0,,0,0,2,0.2,17432.999999999978,0.22104454545454733,-3.550000000000059e-06,0.019595714285714286,4200,2.566719818181818,0.0009717139999999999,2.610928727272727,0.00097105,0.7933
10.8,42,100,15,0.0,79.397,192.35,0.0001,0,0.6,0,1.1744,12.116,0.00096961,58397,62764.0,6.487,298.2,149.51,0.29519,0.0,,30,,0.84526,0.19319,,2.6993465454545458,0.15726,0,,0,0,2,0.2,17435.999999999978,0.22104454545454733,-3.6500000000000074e-06,0.020125238095238095,4200,2.6109287272727273,0.000971028,2.6551376363636363,0.00097034,0.82302
11.0,42,100,15,0.0,85.138,202.34,0.0001,0,0.6,0,1.0491,11.998,0.00096886,58412,62785.0,6.4899,298.22,154.4,0.3039,0.0,,30,,0.88402,0.19265,,2.7435554545454544,0.1619,0,,0,0,2,0.2,17438.999999999978,0.22104454545454288,-3.7499999999999556e-06,0.021048095238095237,4200,2.6551376363636363,0.00097032,2.6993465454545458,0.00096961,0.84526
11.2,42,100,15,0.0,89.677,216.05,0.0001,0,0.6,0,0.9157,11.888,0.00096809,58427,62807.0,6.4916,298.23,156.76,0.31289,0.0,,30,,0.92243,0.1921,,2.787764363636364,0.1667,0,,0,0,2,0.2,17441.999999999978,0.22104454545454733,-3.849999999999904e-06,0.021962619047619047,4200,2.699346545454545,0.00096959,2.7435554545454544,0.00096886,0.88402
11.4,42,100,15,0.0,93.572,227.12,0.0001,0,0.6,0,0.7744,11.773,0.00096731,58444,62830.0,6.4919,298.24,159.96,0.32216,0.0,,30,,0.96524,0.1915,,2.8319732727272724,0.17164,0,,0,0,2,0.2,17444.999999999978,0.22104454545454288,-3.900000000000149e-06,0.022981904761904762,4200,2.743555454545455,0.0009688419999999999,2.787764363636364,0.00096809,0.92243
11.6,42,100,15,0.0,97.339,239.66,0.0001,0,0.6,0,0.62692,11.688,0.00096652,58461,62854.0,6.4903,298.26,164.77,0.33166,0.0,,30,,0.99257,0.19111,,2.876182181818182,0.17671,0,,0,0,2,0.2,17447.999999999978,0.22104454545454733,-3.949999999999852e-06,0.023632619047619048,4200,2.787764363636364,0.000968078,2.8319732727272724,0.00096731,0.96524
11.8,42,100,15,0.0,101.75,254.69,0.0001,0,0.6,0,0.47283,11.598,0.00096571,58479,62878.0,6.491,298.27,167.43,0.34139,0.0,,30,,1.0194,0.19072,,2.9203910909090904,0.1819,0,,0,0,2,0.2,17450.999999999978,0.22104454545454288,-4.0499999999998e-06,0.024271428571428572,4200,2.8319732727272724,0.0009672979999999999,2.876182181818182,0.00096652,0.99257
12.0,42,100,15,0.0,105.86,267.59,0.0001,0,0.6,0,0.31244,11.485,0.0009649,58498,62903.0,6.49,298.27,167.94,0.35139,0.0,1540.1,30,1797.7,1.0599,0.19014,0.00096809,2.9646,0.18723,0,10.822,0,0,2,0.2,17453.999999999978,0.22104454545454733,-4.050000000000342e-06,0.02523571428571429,4200,2.8761821818181814,0.000966506,2.9203910909090904,0.00096571,1.0194
12.2,42,100,30,0.0,110.4,278.17,0.0001,0,0.6,0,0.18343,11.429,0.00096401,58520,62934.0,6.4894,298.25,162.65,0.36157,0.0,,30,,1.0879,0.18974,,3.0657466666666666,0.19266,0,,0,0,2,0.2,17459.999999999978,0.5057333333333336,-4.450000000000135e-06,0.025902380952380955,4200,2.9317786424242422,0.00096569,2.9646,0.0009649,1.0599
12.4,42,100,30,0.0,115.16,281.46,0.0001,0,0.6,0,0.067367,11.551,0.00096312,58544,62965.0,6.4923,298.19,148.01,0.37174,0.0,,30,,1.0737,0.18991,,3.1668933333333333,0.19808,0,,0,0,2,0.2,17465.999999999978,0.5057333333333336,-4.449999999999593e-06,0.025564285714285716,4200,2.9987626545454544,0.0009648520000000001,3.0657466666666666,0.00096401,1.0879
12.6,42,100,30,0.0,118.73,272.23,0.0001,0,0.7,0,0.015084,13.152,0.00096221,58568,62996.0,6.5108,298.09,120.63,0.38098,0.0,,30,,0.89867,0.1923,,3.26804,0.20301,0,,0,0,2,0.2,17471.999999999978,0.5057333333333336,-4.5500000000000835e-06,0.021396904761904763,4200,3.077134218181818,0.00096399,3.1668933333333333,0.00096312,1.0737
12.8,42,100,30,0.0,114.87,244.97,0.0001,0,0.7,0,0.012976,13.269,0.00096133,58592,63028.0,6.5385,297.97,87.281,0.38823,0.0,,30,,0.72709,0.19462,,3.3691866666666668,0.20688,0,,0,0,2,0.2,17477.999999999978,0.5057333333333336,-4.39999999999989e-06,0.017311666666666666,4200,3.1668933333333333,0.0009631139999999999,3.26804,0.00096221,0.89867
13.0,42,100,30,0.0,99.972,206.66,0.0001,0,0.7,0,0.013054,13.229,0.0009605,58613,63056.0,6.5578,297.88,63.226,0.3949,0.0,,30,,0.70563,0.1949,,3.4703333333333335,0.21043,0,,0,0,2,0.2,17483.999999999978,0.5057333333333336,-4.150000000000291e-06,0.016800714285714287,4200,3.26804,0.000962234,3.3691866666666668,0.00096133,0.72709
13.2,42,100,30,0.51879,49.986,61.998,226.31,0,0.7,0,0.012969,13.181,0.00095982,58623,63074.0,6.5473,298.75,298.36,0.40151,0.0,,30,,0.71619,0.19475,,3.57148,0.21396,0,,0,0,2,0.2,17489.999999999978,0.5057333333333336,-3.399999999999866e-06,0.017052142857142856,4200,3.3691866666666668,0.000961396,3.4703333333333335,0.0009605,0.70563
13.4,42,100,30,0.0,31.685,358.14,22.631,0,0.7,0,0.012474,13.172,0.00095919,58630,63088.0,6.522,298.56,246.22,0.40811,0.0,,30,,0.71196,0.19479,,3.6726266666666665,0.21748,0,,0,0,2,0.2,17495.999999999978,0.5057333333333314,-3.1500000000002663e-06,0.016951428571428572,4200,3.4703333333333335,0.00096061,3.57148,0.00095982,0.71619
13.6,42,100,30,0.0,23.436,313.26,2.2631,0,0.7,0,0.012266,13.152,0.0009586,58635,63101.0,6.4924,298.35,189.92,0.4147,0.0,,30,,0.71017,0.1948,,3.773773333333333,0.22099,0,,0,0,2,0.2,17501.999999999978,0.5057333333333336,-2.9499999999998278e-06,0.016908809523809524,4200,3.5714799999999998,0.0009598880000000001,3.6726266666666665,0.00095919,0.71196
13.8,42,100,30,0.0,27.008,263.83,0.22631,0,0.7,0,0.012021,13.119,0.00095799,58641,63114.0,6.4663,298.19,146.82,0.4213,0.0,,30,,0.71615,0.19471,,3.87492,0.22452,0,,0,0,2,0.2,17507.999999999978,0.5057333333333336,-3.049999999999776e-06,0.017051190476190477,4200,3.672626666666667,0.00095922,3.773773333333333,0.0009586,0.71017
14.0,42,100,30,0.0,40.979,223.54,0.022631,0,0.7,0,0.01162,13.11,0.00095735,58650,63131.0,6.4522,298.1,122.86,0.42791,0.0,,30,,0.7154,0.19471,,3.9760666666666666,0.22805,0,,0,0,2,0.2,17513.999999999978,0.5057333333333336,-3.1999999999999694e-06,0.017033333333333334,4200,3.773773333333333,0.0009585899999999999,3.87492,0.00095799,0.71615
14.2,42,100,30,0.0,60.564,201.33,0.0022631,0,0.7,0,0.011364,13.123,0.00095664,58663,63151.0,6.4497,298.06,110.46,0.43449,0.0,,30,,0.70207,0.19487,,4.077213333333333,0.23155,0,,0,0,2,0.2,17519.999999999978,0.5057333333333314,-3.550000000000059e-06,0.01671595238095238,4200,3.8749199999999995,0.0009579539999999999,3.9760666666666666,0.00095735,0.7154
14.4,42,100,30,0.0,81.16,190.01,0.00022631,0,0.7,0,0.010861,13.14,0.00095586,58680,63175.0,6.4565,298.03,102.9,0.441,0.0,,30,,0.68866,0.19504,,4.17836,0.23503,0,,0,0,2,0.2,17525.999999999978,0.5057333333333336,-3.900000000000149e-06,0.016396666666666667,4200,3.9760666666666666,0.000957288,4.077213333333333,0.00095664,0.70207
14.6,42,100,30,0.0,99.037,182.82,0.0001,0,0.7,0,0.010632,13.136,0.00095503,58700,63203.0,6.4743,298.02,100.2,0.44747,0.0,,30,,0.68296,0.19511,,4.279506666666666,0.23848,0,,0,0,2,0.2,17531.999999999978,0.5057333333333336,-4.1499999999997485e-06,0.016260952380952383,4200,4.077213333333334,0.000956574,4.17836,0.00095586,0.68866
14.8,42,100,30,0.0,109.8,180.64,0.0001,0,0.7,0,0.010493,13.106,0.00095417,58723,63233.0,6.4923,298.02,100.45,0.45392,0.0,,30,,0.69198,0.19497,,4.380653333333333,0.24192,0,,0,0,2,0.2,17537.999999999978,0.5057333333333336,-4.300000000000484e-06,0.016475714285714288,4200,4.17836,0.00095581,4.279506666666666,0.00095503,0.68296
15.0,42,100,30,0.0,113.41,181.7,0.0001,0,0.7,0,0.010347,13.091,0.0009533,58746,63264.0,6.5086,298.02,101.59,0.46037,0.0,,30,,0.69241,0.19495,,4.4818,0.24537,0,,0,0,2,0.2,17543.999999999978,0.5057333333333336,-4.349999999999645e-06,0.01648595238095238,4200,4.279506666666666,0.0009549999999999999,4.380653333333333,0.00095417,0.69198
